date,region,product,category,sales_rep,revenue,cost,quantity,customer_id,profit
2024-09-15,East,Laptop Pro,Accessories,Bob Smith,1.42,145.94,1,CUST-1066,-144.52
2024-09-15,West,Keyboard Mech,Electronics,Frank Miller,225.31,150.09,16,CUST-1294,75.22
2024-09-15,,"Monitor 27""",Displays,Frank Miller,253.05,120.44,20,CUST-1035,132.61
2024-09-15,Central,Laptop Pro,Electronics,Carol Davis,138.64,62.6,23,CUST-1162,76.04
2024-09-16,East,USB-C Hub,Displays,Emma Brown,226.24,156.83,16,CUST-1180,69.41
2024-09-17,East,Laptop Pro,Peripherals,Emma Brown,390.96,211.88,12,CUST-1268,179.08
2024-09-17,Central,"Monitor 27""",Accessories,Bob Smith,416.09,240.13,4,CUST-1299,175.96
2024-09-17,East,Laptop Pro,Displays,Emma Brown,245.25,153.49,16,CUST-1164,91.76
2024-09-17,South,Laptop Pro,Electronics,Alice Johnson,151.66,103.97,25,CUST-1278,47.69
2024-09-18,South,Keyboard Mech,Electronics,David Wilson,229.3,158.38,5,CUST-1051,70.92
2024-09-18,Central,"Monitor 27""",Displays,Bob Smith,227.0,154.75,16,CUST-1257,72.25
2024-09-19,North,Laptop Pro,Accessories,Alice Johnson,684.57,354.44,9,CUST-1022,330.13
2024-09-19,East,Laptop Pro,Peripherals,Bob Smith,249.74,138.92,24,CUST-1288,110.82
2024-09-20,West,Laptop Pro,Electronics,Bob Smith,1058.35,482.19,15,CUST-1038,576.16
2024-09-20,North,USB-C Hub,Peripherals,Frank Miller,749.91,465.32,4,CUST-1105,284.59
2024-09-20,North,"Monitor 27""",Accessories,David Wilson,,125.61,12,CUST-1275,
2024-09-20,West,Laptop Pro,Displays,Emma Brown,632.69,306.54,17,CUST-1034,326.15
2024-09-21,South,Laptop Pro,Peripherals,Frank Miller,270.38,140.95,5,CUST-1038,129.43
2024-09-22,West,Wireless Mouse,Accessories,Frank Miller,459.96,314.73,11,CUST-1012,145.23
2024-09-23,South,Laptop Pro,Accessories,David Wilson,348.34,150.94,25,CUST-1143,197.4
2024-09-23,North,Wireless Mouse,Accessories,David Wilson,225.68,140.77,24,CUST-1174,84.91
2024-09-24,East,Wireless Mouse,Electronics,Emma Brown,304.94,135.24,16,CUST-1235,169.7
2024-09-24,South,Laptop Pro,Peripherals,Carol Davis,141.73,57.56,25,CUST-1102,84.17
2024-09-24,East,USB-C Hub,Peripherals,Alice Johnson,443.78,214.88,22,CUST-1046,228.9
2024-09-24,North,Laptop Pro,Electronics,Emma Brown,298.19,,15,CUST-1258,
2024-09-25,Central,USB-C Hub,Peripherals,Carol Davis,622.06,344.48,19,CUST-1184,277.58
2024-09-26,West,USB-C Hub,Peripherals,Bob Smith,474.4,229.41,9,CUST-1059,244.99
2024-09-26,Central,USB-C Hub,Peripherals,Emma Brown,355.61,149.34,14,CUST-1258,206.27
2024-09-26,West,USB-C Hub,Accessories,Alice Johnson,149.81,76.39,18,CUST-1261,73.42
2024-09-27,Central,Wireless Mouse,Accessories,Bob Smith,74.36,51.08,11,CUST-1137,23.28
2024-09-27,East,Wireless Mouse,Electronics,Alice Johnson,678.6,271.76,24,CUST-1090,406.84
2024-09-28,North,"Monitor 27""",Electronics,David Wilson,553.95,284.5,11,CUST-1117,269.45
2024-09-28,South,Wireless Mouse,Electronics,Frank Miller,598.21,407.05,20,CUST-1098,191.16
2024-09-28,South,Laptop Pro,Electronics,David Wilson,167.02,106.14,3,CUST-1033,60.88
2024-09-29,North,Wireless Mouse,Electronics,Bob Smith,466.51,304.67,15,CUST-1084,161.84
2024-09-29,Central,Laptop Pro,Displays,Carol Davis,989.3,574.21,13,CUST-1167,415.09
2024-09-29,North,"Monitor 27""",Electronics,Bob Smith,778.31,433.62,9,CUST-1028,344.69
2024-09-30,West,Laptop Pro,Accessories,David Wilson,646.1,371.06,15,CUST-1027,275.04
2024-09-30,South,Laptop Pro,Peripherals,Carol Davis,107.21,73.2,13,CUST-1049,34.01
2024-10-01,West,Laptop Pro,Electronics,Emma Brown,1278.18,868.31,1,CUST-1175,409.87
2024-10-01,West,Wireless Mouse,Peripherals,Alice Johnson,224.12,139.95,3,CUST-1005,84.17
2024-10-01,West,"Monitor 27""",Displays,Alice Johnson,208.68,90.7,25,CUST-1057,117.98
2024-10-01,North,Laptop Pro,Accessories,Bob Smith,225.21,105.02,1,CUST-1274,120.19
2024-10-01,North,USB-C Hub,Accessories,Alice Johnson,286.05,156.47,15,CUST-1022,129.58
2024-10-01,Central,Laptop Pro,Peripherals,Frank Miller,219.48,121.03,3,CUST-1195,98.45
2024-10-01,East,USB-C Hub,Peripherals,Alice Johnson,282.92,143.51,18,CUST-1156,139.41
2024-10-01,North,"Monitor 27""",Accessories,Alice Johnson,543.31,329.07,1,CUST-1090,214.24
2024-10-02,South,Laptop Pro,Electronics,Carol Davis,1.1,136.92,1,CUST-1035,-135.82
2024-10-02,North,Laptop Pro,Peripherals,Bob Smith,45.46,24.56,8,CUST-1277,20.9
2024-10-02,West,Laptop Pro,Displays,Frank Miller,277.61,174.25,16,CUST-1119,103.36
2024-10-02,West,Laptop Pro,Electronics,Frank Miller,651.07,273.45,22,CUST-1136,377.62
2024-10-02,West,Laptop Pro,Peripherals,Carol Davis,252.59,116.48,22,CUST-1149,136.11
2024-10-02,North,Keyboard Mech,Accessories,Alice Johnson,288.17,184.64,21,CUST-1041,103.53
2024-10-02,West,Laptop Pro,Displays,Frank Miller,489.3,332.71,15,CUST-1105,156.59
2024-10-03,,USB-C Hub,Displays,Emma Brown,182.57,125.28,20,CUST-1295,57.29
2024-10-03,West,Wireless Mouse,Accessories,Bob Smith,311.88,207.15,10,CUST-1114,104.73
2024-10-03,North,Wireless Mouse,Accessories,David Wilson,55.99,32.61,8,CUST-1062,23.38
2024-10-03,East,USB-C Hub,Peripherals,Bob Smith,717.32,413.28,8,CUST-1154,304.04
2024-10-03,South,"Monitor 27""",Electronics,Emma Brown,521.99,316.79,17,CUST-1281,205.2
2024-10-03,,Wireless Mouse,Accessories,Bob Smith,477.66,291.48,23,CUST-1282,186.18
2024-10-03,North,USB-C Hub,Displays,David Wilson,216.67,136.05,16,CUST-1027,80.62
2024-10-04,North,Wireless Mouse,Peripherals,David Wilson,880.43,593.46,12,CUST-1116,286.97
2024-10-04,East,Wireless Mouse,Electronics,Frank Miller,166.09,103.01,23,CUST-1256,63.08
2024-10-04,East,Laptop Pro,Accessories,David Wilson,,89.13,19,CUST-1095,
2024-10-04,Central,Wireless Mouse,Peripherals,David Wilson,216.7,121.31,17,CUST-1147,95.39
2024-10-04,South,Wireless Mouse,Electronics,Carol Davis,409.28,197.85,16,CUST-1082,211.43
2024-10-05,East,Wireless Mouse,Peripherals,Emma Brown,290.5,131.04,13,CUST-1080,159.46
2024-10-05,North,Laptop Pro,Displays,Bob Smith,529.92,370.42,23,CUST-1027,159.5
2024-10-05,North,Keyboard Mech,Electronics,Frank Miller,277.0,157.57,23,CUST-1157,119.43
2024-10-06,North,USB-C Hub,Accessories,David Wilson,116.41,80.25,3,CUST-1125,36.16
2024-10-06,East,Keyboard Mech,Peripherals,Alice Johnson,212.1,135.15,13,CUST-1220,76.95
2024-10-06,North,Wireless Mouse,Peripherals,Carol Davis,76.94,51.8,6,CUST-1013,25.14
2024-10-06,North,Wireless Mouse,Accessories,Frank Miller,193.0,132.83,13,CUST-1106,60.17
2024-10-07,North,Wireless Mouse,Accessories,Emma Brown,200.95,,21,CUST-1042,
2024-10-07,East,Wireless Mouse,Electronics,Frank Miller,307.22,134.38,22,CUST-1043,172.84
2024-10-07,North,USB-C Hub,Electronics,Carol Davis,426.31,259.75,25,CUST-1170,166.56
2024-10-07,West,Wireless Mouse,Peripherals,Frank Miller,349.06,165.86,17,CUST-1135,183.2
2024-10-07,South,USB-C Hub,Peripherals,Carol Davis,161.28,90.16,12,CUST-1098,71.12
2024-10-07,West,Wireless Mouse,Electronics,Emma Brown,198.15,124.19,4,CUST-1243,73.96
2024-10-08,East,Wireless Mouse,Electronics,Alice Johnson,572.27,,16,CUST-1106,
2024-10-08,South,Keyboard Mech,Accessories,Carol Davis,98.31,50.88,5,CUST-1047,47.43
2024-10-08,North,USB-C Hub,Accessories,Carol Davis,163.71,69.41,3,CUST-1282,94.3
2024-10-08,North,"Monitor 27""",Accessories,Bob Smith,498.44,309.58,19,CUST-1201,188.86
2024-10-08,South,Keyboard Mech,Electronics,David Wilson,410.42,181.32,9,CUST-1198,229.1
2024-10-08,South,"Monitor 27""",Electronics,Frank Miller,129.17,63.95,2,CUST-1248,65.22
2024-10-08,South,Wireless Mouse,Electronics,David Wilson,145.72,85.47,15,CUST-1271,60.25
2024-10-08,West,USB-C Hub,Electronics,David Wilson,93.45,39.15,7,CUST-1009,54.3
2024-10-08,West,Keyboard Mech,Electronics,Emma Brown,348.35,242.75,10,CUST-1006,105.6
2024-10-08,West,USB-C Hub,Electronics,Bob Smith,303.85,208.67,7,CUST-1046,95.18
2024-10-09,West,Wireless Mouse,Electronics,Alice Johnson,78.73,46.08,2,CUST-1051,32.65
2024-10-09,West,USB-C Hub,Peripherals,Frank Miller,66.22,41.54,7,CUST-1014,24.68
2024-10-09,Central,USB-C Hub,Electronics,Alice Johnson,216.83,121.73,19,CUST-1049,95.1
2024-10-09,South,"Monitor 27""",Accessories,Bob Smith,356.49,191.75,23,CUST-1058,164.74
2024-10-09,South,"Monitor 27""",Electronics,Bob Smith,623.22,363.69,10,CUST-1008,259.53
2024-10-09,South,Wireless Mouse,Displays,Bob Smith,473.07,268.52,19,CUST-1143,204.55
2024-10-10,West,Laptop Pro,Peripherals,David Wilson,155.57,101.16,25,CUST-1186,54.41
2024-10-10,West,Laptop Pro,Peripherals,Emma Brown,476.82,199.72,17,CUST-1126,277.1
2024-10-10,North,Wireless Mouse,Electronics,Frank Miller,847.12,469.27,6,CUST-1113,377.85
2024-10-10,North,"Monitor 27""",Electronics,Carol Davis,181.86,110.68,9,CUST-1071,71.18
2024-10-11,North,"Monitor 27""",Displays,Bob Smith,217.38,110.16,16,CUST-1145,107.22
2024-10-11,East,Wireless Mouse,Electronics,Bob Smith,161.34,106.9,12,CUST-1207,54.44
2024-10-12,Central,Laptop Pro,Accessories,David Wilson,326.52,174.18,21,CUST-1007,152.34
2024-10-12,East,"Monitor 27""",Peripherals,Emma Brown,,262.65,8,CUST-1015,
2024-10-12,East,Wireless Mouse,Accessories,Alice Johnson,847.03,586.95,13,CUST-1051,260.08
2024-10-12,East,"Monitor 27""",Peripherals,Bob Smith,266.94,181.92,19,CUST-1164,85.02
2024-10-12,North,Wireless Mouse,Displays,Emma Brown,62.51,42.4,11,CUST-1270,20.11
2024-10-13,East,Laptop Pro,Peripherals,Alice Johnson,392.88,169.09,10,CUST-1127,223.79
2024-10-13,North,USB-C Hub,Peripherals,David Wilson,349.95,191.75,16,CUST-1131,158.2
2024-10-13,South,Keyboard Mech,Peripherals,Bob Smith,168.27,111.48,16,CUST-1219,56.79
2024-10-13,Central,Wireless Mouse,Displays,Emma Brown,940.46,428.5,10,CUST-1256,511.96
2024-10-13,Central,Wireless Mouse,Displays,Bob Smith,1402.18,699.18,7,CUST-1285,703.0
2024-10-13,North,Laptop Pro,Displays,David Wilson,,58.1,10,CUST-1223,
2024-10-14,,"Monitor 27""",Accessories,Frank Miller,214.55,107.26,3,CUST-1162,107.29
2024-10-14,West,Laptop Pro,Displays,Emma Brown,225.13,,15,CUST-1042,
2024-10-14,North,Laptop Pro,Peripherals,David Wilson,74.77,31.32,3,CUST-1042,43.45
2024-10-15,North,USB-C Hub,Electronics,Bob Smith,128.14,68.29,25,CUST-1212,59.85
2024-10-15,West,Laptop Pro,Peripherals,Alice Johnson,599.77,289.81,13,CUST-1109,309.96
2024-10-15,North,"Monitor 27""",Accessories,Bob Smith,181.82,82.36,2,CUST-1115,99.46
2024-10-15,East,Laptop Pro,Displays,Bob Smith,667.13,333.66,18,CUST-1184,333.47
2024-10-16,South,"Monitor 27""",Electronics,Carol Davis,61.15,34.1,9,CUST-1264,27.05
2024-10-16,South,Wireless Mouse,Peripherals,Carol Davis,656.42,293.22,25,CUST-1003,363.2
2024-10-17,Central,Laptop Pro,Electronics,Carol Davis,3120.48,1942.65,23,CUST-1074,1177.83
2024-10-17,South,Laptop Pro,Peripherals,Frank Miller,90.31,59.48,23,CUST-1080,30.83
2024-10-17,Central,Keyboard Mech,Accessories,Frank Miller,295.62,127.21,10,CUST-1030,168.41
2024-10-17,West,"Monitor 27""",Accessories,Bob Smith,548.18,304.88,15,CUST-1077,243.3
2024-10-17,Central,Keyboard Mech,Electronics,David Wilson,462.47,200.73,6,CUST-1172,261.74
2024-10-17,North,Wireless Mouse,Electronics,Emma Brown,1171.98,770.34,19,CUST-1198,401.64
2024-10-18,East,Wireless Mouse,Displays,David Wilson,248.79,103.05,21,CUST-1248,145.74
2024-10-18,West,Laptop Pro,Accessories,Bob Smith,101.65,56.22,9,CUST-1089,45.43
2024-10-19,West,"Monitor 27""",Accessories,Bob Smith,316.71,,3,CUST-1140,
2024-10-19,West,USB-C Hub,Electronics,Bob Smith,195.81,115.19,19,CUST-1233,80.62
2024-10-19,North,Keyboard Mech,Electronics,Frank Miller,620.19,254.7,23,CUST-1229,365.49
2024-10-19,South,Keyboard Mech,Accessories,Frank Miller,421.36,178.55,13,CUST-1209,242.81
2024-10-19,East,Laptop Pro,Accessories,Bob Smith,163.45,101.65,7,CUST-1127,61.8
2024-10-20,South,Wireless Mouse,Peripherals,Frank Miller,202.86,106.56,11,CUST-1103,96.3
2024-10-20,East,Laptop Pro,Displays,Bob Smith,747.5,410.35,3,CUST-1239,337.15
2024-10-20,West,USB-C Hub,Electronics,Alice Johnson,114.26,60.33,20,CUST-1237,53.93
2024-10-20,North,Wireless Mouse,Peripherals,David Wilson,233.27,161.52,17,CUST-1173,71.75
2024-10-20,South,Laptop Pro,Electronics,Emma Brown,424.61,201.09,1,CUST-1275,223.52
2024-10-21,North,Wireless Mouse,Accessories,David Wilson,751.69,502.41,11,CUST-1285,249.28
2024-10-21,South,Keyboard Mech,Peripherals,Bob Smith,1102.79,449.84,8,CUST-1093,652.95
2024-10-21,East,Wireless Mouse,Peripherals,Emma Brown,167.04,91.82,16,CUST-1241,75.22
2024-10-21,South,Laptop Pro,Accessories,Emma Brown,404.3,279.13,20,CUST-1266,125.17
2024-10-21,North,Laptop Pro,Accessories,Carol Davis,92.09,56.68,8,CUST-1279,35.41
2024-10-22,South,Laptop Pro,Displays,Frank Miller,223.02,132.57,4,CUST-1294,90.45
2024-10-22,North,USB-C Hub,Accessories,Frank Miller,1098.76,660.63,8,CUST-1070,438.13
2024-10-23,Central,USB-C Hub,Electronics,Carol Davis,91.49,36.76,6,CUST-1075,54.73
2024-10-23,North,USB-C Hub,Electronics,David Wilson,261.23,158.08,14,CUST-1219,103.15
2024-10-23,Central,Laptop Pro,Electronics,Frank Miller,382.18,222.28,20,CUST-1195,159.9
2024-10-23,Central,USB-C Hub,Accessories,Frank Miller,298.78,189.72,4,CUST-1093,109.06
2024-10-23,North,Wireless Mouse,Peripherals,Bob Smith,630.48,281.29,12,CUST-1209,349.19
2024-10-24,West,"Monitor 27""",Accessories,David Wilson,145.26,71.56,22,CUST-1295,73.7
2024-10-24,West,Laptop Pro,Accessories,Alice Johnson,284.29,115.38,9,CUST-1050,168.91
2024-10-24,North,Wireless Mouse,Displays,Bob Smith,,38.07,12,CUST-1017,
2024-10-25,North,Keyboard Mech,Electronics,Carol Davis,89.99,50.35,14,CUST-1140,39.64
2024-10-25,South,USB-C Hub,Accessories,Alice Johnson,1339.35,654.53,17,CUST-1279,684.82
2024-10-26,North,Wireless Mouse,Electronics,Bob Smith,781.62,395.26,6,CUST-1208,386.36
2024-10-26,East,Wireless Mouse,Electronics,David Wilson,646.35,289.3,10,CUST-1093,357.05
2024-10-26,North,Wireless Mouse,Displays,Alice Johnson,468.17,310.84,21,CUST-1221,157.33
2024-10-26,West,Laptop Pro,Electronics,Frank Miller,372.67,237.97,14,CUST-1176,134.7
2024-10-26,Central,Laptop Pro,Peripherals,Carol Davis,372.04,202.96,21,CUST-1038,169.08
2024-10-26,East,"Monitor 27""",Accessories,David Wilson,539.58,376.55,6,CUST-1288,163.03
2024-10-26,Central,Wireless Mouse,Peripherals,Carol Davis,159.52,71.56,16,CUST-1287,87.96
2024-10-26,Central,Laptop Pro,Peripherals,Carol Davis,,245.31,3,CUST-1005,
2024-10-26,West,"Monitor 27""",Electronics,Frank Miller,874.42,450.78,2,CUST-1229,423.64
2024-10-27,Central,Laptop Pro,Accessories,Bob Smith,501.73,286.73,8,CUST-1133,215.0
2024-10-27,North,Laptop Pro,Electronics,Emma Brown,1841.64,786.44,6,CUST-1015,1055.2
2024-10-27,East,"Monitor 27""",Electronics,Bob Smith,704.15,291.43,1,CUST-1212,412.72
2024-10-27,East,Laptop Pro,Peripherals,Frank Miller,146.25,99.18,17,CUST-1166,47.07
2024-10-27,South,Wireless Mouse,Accessories,Frank Miller,1215.75,664.7,7,CUST-1077,551.05
2024-10-27,North,Keyboard Mech,Peripherals,Bob Smith,509.12,280.07,12,CUST-1222,229.05
2024-10-28,North,Laptop Pro,Electronics,David Wilson,434.82,260.77,16,CUST-1131,174.05
2024-10-28,South,"Monitor 27""",Peripherals,Alice Johnson,386.38,158.19,7,CUST-1188,228.19
2024-10-28,North,Laptop Pro,Peripherals,Carol Davis,166.38,84.86,23,CUST-1010,81.52
2024-10-28,West,Laptop Pro,Electronics,Carol Davis,601.94,286.07,11,CUST-1077,315.87
2024-10-29,East,Wireless Mouse,Electronics,Alice Johnson,486.29,246.51,9,CUST-1037,239.78
2024-10-29,East,Laptop Pro,Electronics,David Wilson,71.43,33.16,11,CUST-1157,38.27
2024-10-29,East,Laptop Pro,Peripherals,Bob Smith,149.92,98.14,25,CUST-1245,51.78
2024-10-29,North,Laptop Pro,Electronics,David Wilson,173.04,91.02,20,CUST-1260,82.02
2024-10-30,North,Laptop Pro,Displays,David Wilson,837.6,400.39,8,CUST-1190,437.21
2024-10-30,South,Keyboard Mech,Electronics,Carol Davis,125.12,74.01,10,CUST-1126,51.11
2024-10-30,Central,Laptop Pro,Accessories,Frank Miller,214.07,129.55,5,CUST-1047,84.52
2024-10-30,North,Laptop Pro,Peripherals,Carol Davis,144.38,86.02,20,CUST-1031,58.36
2024-10-31,West,Laptop Pro,Electronics,David Wilson,1907.71,1031.96,8,CUST-1224,875.75
2024-10-31,West,Wireless Mouse,Accessories,Alice Johnson,98.86,62.1,4,CUST-1141,36.76
2024-10-31,East,"Monitor 27""",Accessories,Frank Miller,324.66,155.79,19,CUST-1007,168.87
2024-10-31,South,USB-C Hub,Electronics,Emma Brown,248.27,155.8,3,CUST-1294,92.47
2024-11-01,South,Wireless Mouse,Accessories,Bob Smith,453.69,316.45,6,CUST-1046,137.24
2024-11-01,West,"Monitor 27""",Electronics,Alice Johnson,144.91,73.46,3,CUST-1293,71.45
2024-11-01,Central,Keyboard Mech,Electronics,Bob Smith,577.42,239.35,12,CUST-1053,338.07
2024-11-01,West,Laptop Pro,Electronics,David Wilson,44.55,24.77,18,CUST-1082,19.78
2024-11-02,East,Laptop Pro,Electronics,Emma Brown,1046.82,700.43,9,CUST-1281,346.39
2024-11-02,South,Laptop Pro,Displays,Alice Johnson,688.45,462.88,10,CUST-1131,225.57
2024-11-02,South,Wireless Mouse,Electronics,Bob Smith,1065.1,745.35,16,CUST-1064,319.75
2024-11-02,Central,Laptop Pro,Accessories,Alice Johnson,202.74,107.23,24,CUST-1181,95.51
2024-11-02,East,Laptop Pro,Electronics,Emma Brown,363.33,186.63,24,CUST-1272,176.7
2024-11-03,South,USB-C Hub,Accessories,Bob Smith,300.59,198.11,18,CUST-1072,102.48
2024-11-03,Central,Laptop Pro,Accessories,Emma Brown,237.93,118.35,6,CUST-1076,119.58
2024-11-03,South,USB-C Hub,Displays,Frank Miller,2069.16,1137.86,23,CUST-1086,931.3
2024-11-03,South,Wireless Mouse,Peripherals,Frank Miller,190.19,115.55,14,CUST-1134,74.64
2024-11-04,North,USB-C Hub,Electronics,Alice Johnson,438.68,267.85,14,CUST-1075,170.83
2024-11-04,North,Laptop Pro,Displays,Emma Brown,737.8,437.64,5,CUST-1109,300.16
2024-11-04,East,"Monitor 27""",Electronics,David Wilson,732.82,357.75,4,CUST-1004,375.07
2024-11-04,North,Wireless Mouse,Electronics,David Wilson,643.09,378.9,10,CUST-1208,264.19
2024-11-04,South,Laptop Pro,Peripherals,Alice Johnson,331.14,202.47,7,CUST-1025,128.67
2024-11-04,North,USB-C Hub,Accessories,Bob Smith,141.15,66.49,4,CUST-1183,74.66
2024-11-05,East,Keyboard Mech,Peripherals,Emma Brown,581.32,370.28,19,CUST-1189,211.04
2024-11-05,,"Monitor 27""",Peripherals,Alice Johnson,183.79,112.27,13,CUST-1007,71.52
2024-11-05,,Wireless Mouse,Electronics,Bob Smith,557.91,347.48,4,CUST-1092,210.43
2024-11-05,South,"Monitor 27""",Accessories,Emma Brown,919.92,620.47,17,CUST-1223,299.45
2024-11-05,North,Laptop Pro,Displays,David Wilson,605.53,359.14,25,CUST-1082,246.39
2024-11-05,South,USB-C Hub,Accessories,Bob Smith,733.7,372.05,7,CUST-1158,361.65
2024-11-05,East,Laptop Pro,Electronics,Bob Smith,71.2,47.8,12,CUST-1274,23.4
2024-11-06,South,Laptop Pro,Electronics,Bob Smith,529.76,340.0,24,CUST-1005,189.76
2024-11-06,North,"Monitor 27""",Electronics,Bob Smith,1109.93,751.29,9,CUST-1117,358.64
2024-11-06,North,Wireless Mouse,Accessories,Carol Davis,344.39,203.97,20,CUST-1120,140.42
2024-11-06,East,Laptop Pro,Electronics,Emma Brown,230.94,130.96,21,CUST-1151,99.98
2024-11-06,South,Laptop Pro,Electronics,David Wilson,365.62,163.15,11,CUST-1240,202.47
2024-11-06,Central,USB-C Hub,Electronics,Emma Brown,286.98,135.82,5,CUST-1038,151.16
2024-11-07,South,USB-C Hub,Displays,Emma Brown,355.9,201.52,6,CUST-1275,154.38
2024-11-07,East,USB-C Hub,Peripherals,David Wilson,123.78,75.01,15,CUST-1171,48.77
2024-11-07,West,"Monitor 27""",Electronics,Emma Brown,370.93,253.16,17,CUST-1133,117.77
2024-11-07,East,Laptop Pro,Peripherals,Carol Davis,287.23,181.93,18,CUST-1174,105.3
2024-11-07,North,Laptop Pro,Electronics,Carol Davis,216.98,115.33,2,CUST-1206,101.65
2024-11-07,East,Laptop Pro,Electronics,Carol Davis,168.66,69.75,19,CUST-1146,98.91
2024-11-08,East,Keyboard Mech,Electronics,David Wilson,66.04,27.69,8,CUST-1100,38.35
2024-11-08,West,USB-C Hub,Accessories,David Wilson,197.8,121.92,2,CUST-1131,75.88
2024-11-08,West,Wireless Mouse,Peripherals,Alice Johnson,319.21,160.39,13,CUST-1254,158.82
2024-11-09,Central,"Monitor 27""",Displays,Alice Johnson,224.87,147.56,19,CUST-1144,77.31
2024-11-09,West,USB-C Hub,Accessories,Frank Miller,532.42,217.17,5,CUST-1236,315.25
2024-11-09,North,Laptop Pro,Peripherals,David Wilson,351.35,157.78,15,CUST-1235,193.57
2024-11-09,East,Laptop Pro,Peripherals,David Wilson,274.13,144.86,15,CUST-1237,129.27
2024-11-09,East,Wireless Mouse,Displays,Frank Miller,209.77,123.74,3,CUST-1107,86.03
2024-11-09,North,USB-C Hub,Electronics,David Wilson,1054.97,480.45,22,CUST-1227,574.52
2024-11-10,North,Wireless Mouse,Electronics,Carol Davis,225.35,110.83,16,CUST-1121,114.52
2024-11-10,North,Wireless Mouse,Electronics,Alice Johnson,373.94,256.74,19,CUST-1229,117.2
2024-11-10,East,Wireless Mouse,Displays,David Wilson,300.23,,20,CUST-1118,
2024-11-10,East,"Monitor 27""",Peripherals,Frank Miller,809.16,,17,CUST-1194,
2024-11-11,East,"Monitor 27""",Electronics,David Wilson,738.33,319.21,18,CUST-1299,419.12
2024-11-11,North,Laptop Pro,Displays,Alice Johnson,337.65,167.43,13,CUST-1062,170.22
2024-11-12,West,Laptop Pro,Accessories,Frank Miller,1573.28,767.68,20,CUST-1278,805.6
2024-11-12,West,Wireless Mouse,Electronics,Bob Smith,77.28,49.52,22,CUST-1250,27.76
2024-11-13,South,"Monitor 27""",Accessories,Emma Brown,559.85,235.72,12,CUST-1013,324.13
2024-11-13,East,USB-C Hub,Electronics,David Wilson,749.91,395.51,16,CUST-1002,354.4
2024-11-13,West,Wireless Mouse,Displays,David Wilson,154.16,67.49,7,CUST-1275,86.67
2024-11-13,North,USB-C Hub,Peripherals,Bob Smith,219.79,135.49,1,CUST-1184,84.3
2024-11-13,West,Laptop Pro,Accessories,Emma Brown,225.3,98.22,17,CUST-1035,127.08
2024-11-13,South,Keyboard Mech,Electronics,Bob Smith,710.29,329.58,16,CUST-1136,380.71
2024-11-13,West,"Monitor 27""",Peripherals,Frank Miller,169.76,100.31,22,CUST-1180,69.45
2024-11-13,West,Laptop Pro,Accessories,Frank Miller,274.04,127.67,16,CUST-1276,146.37
2024-11-13,North,Laptop Pro,Electronics,Bob Smith,465.39,265.26,6,CUST-1119,200.13
2024-11-14,West,Laptop Pro,Electronics,Emma Brown,1031.45,701.42,11,CUST-1175,330.03
2024-11-14,West,Laptop Pro,Accessories,David Wilson,283.22,188.71,18,CUST-1019,94.51
2024-11-14,West,"Monitor 27""",Electronics,Carol Davis,474.78,257.16,6,CUST-1252,217.62
2024-11-14,South,Wireless Mouse,Peripherals,Bob Smith,116.62,69.72,12,CUST-1185,46.9
2024-11-14,South,Keyboard Mech,Accessories,David Wilson,496.26,325.37,9,CUST-1107,170.89
2024-11-14,East,Keyboard Mech,Accessories,Frank Miller,350.28,176.64,8,CUST-1134,173.64
2024-11-14,East,Laptop Pro,Accessories,Bob Smith,226.04,94.57,10,CUST-1044,131.47
2024-11-14,North,Wireless Mouse,Accessories,Bob Smith,320.49,131.11,13,CUST-1172,189.38
2024-11-15,Central,USB-C Hub,Peripherals,Emma Brown,234.88,140.73,3,CUST-1248,94.15
2024-11-15,North,Laptop Pro,Electronics,Emma Brown,507.16,303.18,13,CUST-1065,203.98
2024-11-15,Central,Keyboard Mech,Electronics,Carol Davis,275.21,173.49,20,CUST-1283,101.72
2024-11-16,South,Laptop Pro,Peripherals,Emma Brown,458.75,246.2,11,CUST-1163,212.55
2024-11-16,North,Laptop Pro,Accessories,Carol Davis,283.48,137.9,1,CUST-1254,145.58
2024-11-16,South,USB-C Hub,Electronics,Bob Smith,316.68,187.26,8,CUST-1215,129.42
2024-11-16,Central,USB-C Hub,Peripherals,Alice Johnson,986.97,612.9,7,CUST-1185,374.07
2024-11-16,East,Wireless Mouse,Displays,Bob Smith,330.61,146.54,19,CUST-1083,184.07
2024-11-16,South,Wireless Mouse,Peripherals,Carol Davis,129.64,61.82,7,CUST-1080,67.82
2024-11-17,South,Keyboard Mech,Electronics,Alice Johnson,258.2,132.36,20,CUST-1179,125.84
2024-11-17,West,Wireless Mouse,Electronics,Carol Davis,,343.04,9,CUST-1102,
2024-11-17,South,USB-C Hub,Peripherals,Frank Miller,217.38,96.03,18,CUST-1012,121.35
2024-11-17,Central,Laptop Pro,Displays,Emma Brown,481.87,325.28,6,CUST-1056,156.59
2024-11-18,West,Laptop Pro,Electronics,Bob Smith,160.06,64.74,21,CUST-1001,95.32
2024-11-18,South,Laptop Pro,Electronics,Emma Brown,912.5,596.98,9,CUST-1153,315.52
2024-11-19,South,USB-C Hub,Electronics,David Wilson,,775.38,16,CUST-1051,
2024-11-19,East,Keyboard Mech,Accessories,Bob Smith,226.41,148.05,6,CUST-1003,78.36
2024-11-19,West,"Monitor 27""",Electronics,Frank Miller,129.05,81.46,22,CUST-1140,47.59
